Candidate_ID,Job_Role,Experience_Level,Experience_Years,Education,Skills,Technical_Skills,Soft_Skills,Certifications,Projects,Previous_Job_Title,Industry,Resume_Summary,Resume_Text,Target_Job_Title,Job_Description,Required_Skills,Preferred_Skills,Matched_Skills,Missing_Skills,Skill_Match_Percentage,ATS_Score,Recommendation,Recommendation_Reason
C3135,Network Engineer,Mid-level,4,B.Sc Computer Science,"Cisco, Routing, Linux, Switching, Firewalls, TCP/IP, DHCP, VPN, Active Directory","Cisco, Routing, Linux, Switching, Firewalls, TCP/IP, DHCP","Teamwork, Leadership, Collaboration",AWS Certified Cloud Practitioner,"Security project for Network Engineer using Cisco, Routing, Linux",Software Engineer,E-commerce,"Mid-level Network Engineer candidate with 4 years of experience. Skilled in Cisco, Routing, Linux, Switching with practical exposure through Security project for Network Engineer using Cisco, Routing, Linux.","Professional Summary: Mid-level Network Engineer candidate with 4 years of experience. Skilled in Cisco, Routing, Linux, Switching with practical exposure through Security project for Network Engineer using Cisco, Routing, Linux.
Technical Skills: Cisco, Routing, Linux, Switching, Firewalls, TCP/IP, DHCP, VPN, Active Directory
Experience: 4 years in E-commerce. Previous role: Software Engineer.
Education: B.Sc Computer Science
Projects: Security project for Network Engineer using Cisco, Routing, Linux
Certifications: AWS Certified Cloud Practitioner
Soft Skills: Teamwork, Leadership, Collaboration",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include Cisco, Firewalls, Switching, DHCP, VPN, DNS. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Routing, Linux.","Cisco, Firewalls, Switching, DHCP, VPN, DNS","TCP/IP, Linux, Network Security","Cisco, Firewalls, Switching, DHCP, VPN",DNS,83.33,78.5,Recommended,Matched 5 of 6 required skills; missing DNS. 4 years of experience and aws certified cloud practitioner were considered.
C3136,Network Engineer,Mid-level,5,M.Sc Computer Science,"Routing, Switching, Linux, VPN, TCP/IP","Routing, Switching, Linux","Problem Solving, Time Management, Analytical Thinking",Cisco CCNA,"Analytics project for Network Engineer using Routing, Switching, Linux",Junior Network Engineer,Retail,"Mid-level Network Engineer candidate with 5 years of experience. Skilled in Routing, Switching, Linux, VPN with practical exposure through Analytics project for Network Engineer using Routing, Switching, Linux.","Professional Summary: Mid-level Network Engineer candidate with 5 years of experience. Skilled in Routing, Switching, Linux, VPN with practical exposure through Analytics project for Network Engineer using Routing, Switching, Linux.
Technical Skills: Routing, Switching, Linux, VPN, TCP/IP
Experience: 5 years in Retail. Previous role: Junior Network Engineer.
Education: M.Sc Computer Science
Projects: Analytics project for Network Engineer using Routing, Switching, Linux
Certifications: Cisco CCNA
Soft Skills: Problem Solving, Time Management, Analytical Thinking",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include DNS, Switching, Cisco, DHCP, Firewalls, VPN. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Network Security, Linux.","DNS, Switching, Cisco, DHCP, Firewalls, VPN","TCP/IP, Routing, Linux","Switching, VPN","DNS, Cisco, DHCP, Firewalls",33.33,32.76,Not Recommended,"Matched 2 of 6 required skills; missing DNS, Cisco, DHCP. 5 years of experience and cisco ccna were considered."
C3137,Network Engineer,Mid-level,5,BCA,"Network Security, VPN, TCP/IP, Firewalls, Switching","Network Security, VPN, TCP/IP","Leadership, Analytical Thinking, Communication",ISTQB Foundation,"Security project for Network Engineer using Network Security, VPN, TCP/IP",Software Engineer,SaaS,"Mid-level Network Engineer candidate with 5 years of experience. Skilled in Network Security, VPN, TCP/IP, Firewalls with practical exposure through Security project for Network Engineer using Network Security, VPN, TCP/IP.","Professional Summary: Mid-level Network Engineer candidate with 5 years of experience. Skilled in Network Security, VPN, TCP/IP, Firewalls with practical exposure through Security project for Network Engineer using Network Security, VPN, TCP/IP.
Technical Skills: Network Security, VPN, TCP/IP, Firewalls, Switching
Experience: 5 years in SaaS. Previous role: Software Engineer.
Education: BCA
Projects: Security project for Network Engineer using Network Security, VPN, TCP/IP
Certifications: ISTQB Foundation
Soft Skills: Leadership, Analytical Thinking, Communication",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include Routing, DHCP, Network Security, Cisco, TCP/IP, Firewalls. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include VPN, Switching.","Routing, DHCP, Network Security, Cisco, TCP/IP, Firewalls","VPN, Linux, Switching","Network Security, TCP/IP, Firewalls","Routing, DHCP, Cisco",50,43.38,Not Recommended,"Matched 3 of 6 required skills; missing Routing, DHCP, Cisco. 5 years of experience and istqb foundation were considered."
C3138,Network Engineer,Mid-level,4,M.Sc Computer Science,"DHCP, Routing, Linux, Switching, VPN, TCP/IP","DHCP, Routing, Linux, Switching","Collaboration, Teamwork, Leadership",AWS Certified Cloud Practitioner,"Optimization project for Network Engineer using DHCP, Routing, Linux",Junior Network Engineer,Manufacturing,"Mid-level Network Engineer candidate with 4 years of experience. Skilled in DHCP, Routing, Linux, Switching with practical exposure through Optimization project for Network Engineer using DHCP, Routing, Linux.","Professional Summary: Mid-level Network Engineer candidate with 4 years of experience. Skilled in DHCP, Routing, Linux, Switching with practical exposure through Optimization project for Network Engineer using DHCP, Routing, Linux.
Technical Skills: DHCP, Routing, Linux, Switching, VPN, TCP/IP
Experience: 4 years in Manufacturing. Previous role: Junior Network Engineer.
Education: M.Sc Computer Science
Projects: Optimization project for Network Engineer using DHCP, Routing, Linux
Certifications: AWS Certified Cloud Practitioner
Soft Skills: Collaboration, Teamwork, Leadership",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include Linux, Switching, TCP/IP, Routing, DHCP, Firewalls. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include VPN, Network Security.","Linux, Switching, TCP/IP, Routing, DHCP, Firewalls","VPN, DNS, Cisco","Linux, Switching, TCP/IP, Routing, DHCP",Firewalls,83.33,75.9,Recommended,Matched 5 of 6 required skills; missing Firewalls. 4 years of experience and aws certified cloud practitioner were considered.
C3139,Network Engineer,Mid-level,5,B.Tech Information Technology,"DHCP, Linux, Cisco, Routing, Firewalls, Network Security, TCP/IP, Monitoring","DHCP, Linux, Cisco, Routing, Firewalls, Network Security","Analytical Thinking, Teamwork, Leadership",Google Cloud certification,"Prediction project for Network Engineer using DHCP, Linux, Cisco",Software Engineer,Telecommunications,"Mid-level Network Engineer candidate with 5 years of experience. Skilled in DHCP, Linux, Cisco, Routing with practical exposure through Prediction project for Network Engineer using DHCP, Linux, Cisco.","Professional Summary: Mid-level Network Engineer candidate with 5 years of experience. Skilled in DHCP, Linux, Cisco, Routing with practical exposure through Prediction project for Network Engineer using DHCP, Linux, Cisco.
Technical Skills: DHCP, Linux, Cisco, Routing, Firewalls, Network Security, TCP/IP, Monitoring
Experience: 5 years in Telecommunications. Previous role: Software Engineer.
Education: B.Tech Information Technology
Projects: Prediction project for Network Engineer using DHCP, Linux, Cisco
Certifications: Google Cloud certification
Soft Skills: Analytical Thinking, Teamwork, Leadership",Cloud Engineer,"We are hiring a Cloud Engineer to design, develop, test and maintain technology solutions. Required skills include AWS, Networking, IAM, Azure, Kubernetes, GCP. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Terraform, Linux.","AWS, Networking, IAM, Azure, Kubernetes, GCP","Docker, Linux, Terraform",None,"AWS, Networking, IAM, Azure, Kubernetes, GCP",0,16.78,Not Recommended,"Matched 0 of 6 required skills; missing AWS, Networking, IAM. 5 years of experience and google cloud certification were considered."
C3140,Network Engineer,Mid-level,5,M.Tech,"DHCP, Firewalls, Switching, DNS, Cisco, Routing, VPN","DHCP, Firewalls, Switching, DNS, Cisco","Time Management, Problem Solving, Analytical Thinking",None,"Analytics project for Network Engineer using DHCP, Firewalls, Switching",Network Engineer,IT Services,"Mid-level Network Engineer candidate with 5 years of experience. Skilled in DHCP, Firewalls, Switching, DNS with practical exposure through Analytics project for Network Engineer using DHCP, Firewalls, Switching.","Professional Summary: Mid-level Network Engineer candidate with 5 years of experience. Skilled in DHCP, Firewalls, Switching, DNS with practical exposure through Analytics project for Network Engineer using DHCP, Firewalls, Switching.
Technical Skills: DHCP, Firewalls, Switching, DNS, Cisco, Routing, VPN
Experience: 5 years in IT Services. Previous role: Network Engineer.
Education: M.Tech
Projects: Analytics project for Network Engineer using DHCP, Firewalls, Switching
Certifications: None
Soft Skills: Time Management, Problem Solving, Analytical Thinking",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include Switching, Firewalls, DNS, Cisco, Network Security, TCP/IP. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include DHCP, Linux.","Switching, Firewalls, DNS, Cisco, Network Security, TCP/IP","VPN, DHCP, Routing","Switching, Firewalls, DNS, Cisco","Network Security, TCP/IP",66.67,60.18,Consider,"Matched 4 of 6 required skills; missing Network Security, TCP/IP. 5 years of experience and no listed certification were considered."
C3141,Network Engineer,Mid-level,5,B.Tech Computer Science,"Linux, Routing, Firewalls, VPN, Switching, Docker","Linux, Routing, Firewalls, VPN","Analytical Thinking, Time Management, Problem Solving",None,"Security project for Network Engineer using Linux, Routing, Firewalls",Technical Specialist,FinTech,"Mid-level Network Engineer candidate with 5 years of experience. Skilled in Linux, Routing, Firewalls, VPN with practical exposure through Security project for Network Engineer using Linux, Routing, Firewalls.","Professional Summary: Mid-level Network Engineer candidate with 5 years of experience. Skilled in Linux, Routing, Firewalls, VPN with practical exposure through Security project for Network Engineer using Linux, Routing, Firewalls.
Technical Skills: Linux, Routing, Firewalls, VPN, Switching, Docker
Experience: 5 years in FinTech. Previous role: Technical Specialist.
Education: B.Tech Computer Science
Projects: Security project for Network Engineer using Linux, Routing, Firewalls
Certifications: None
Soft Skills: Analytical Thinking, Time Management, Problem Solving",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include Routing, DNS, DHCP, Switching, Cisco, Linux. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Network Security, TCP/IP.","Routing, DNS, DHCP, Switching, Cisco, Linux","Network Security, VPN, TCP/IP","Routing, Switching, Linux","DNS, DHCP, Cisco",50,51.23,Consider,"Matched 3 of 6 required skills; missing DNS, DHCP, Cisco. 5 years of experience and no listed certification were considered."
C3142,Network Engineer,Mid-level,3,M.Tech,"Switching, Cisco, VPN, DNS, Routing, Network Security, PowerShell","Switching, Cisco, VPN, DNS, Routing","Leadership, Adaptability, Communication",None,"Management project for Network Engineer using Switching, Cisco, VPN",Junior Network Engineer,FinTech,"Mid-level Network Engineer candidate with 3 years of experience. Skilled in Switching, Cisco, VPN, DNS with practical exposure through Management project for Network Engineer using Switching, Cisco, VPN.","Professional Summary: Mid-level Network Engineer candidate with 3 years of experience. Skilled in Switching, Cisco, VPN, DNS with practical exposure through Management project for Network Engineer using Switching, Cisco, VPN.
Technical Skills: Switching, Cisco, VPN, DNS, Routing, Network Security, PowerShell
Experience: 3 years in FinTech. Previous role: Junior Network Engineer.
Education: M.Tech
Projects: Management project for Network Engineer using Switching, Cisco, VPN
Certifications: None
Soft Skills: Leadership, Adaptability, Communication",System Administrator,"We are hiring a System Administrator to design, develop, test and maintain technology solutions. Required skills include Linux, Backup, Security, Monitoring, Networking, Windows Server. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include PowerShell, Active Directory.","Linux, Backup, Security, Monitoring, Networking, Windows Server","Active Directory, PowerShell, Bash",None,"Linux, Backup, Security, Monitoring, Networking, Windows Server",0,7.15,Not Recommended,"Matched 0 of 6 required skills; missing Linux, Backup, Security. 3 years of experience and no listed certification were considered."
C3143,Network Engineer,Mid-level,4,B.E Information Technology,"Network Security, Routing, DNS, TCP/IP, Switching, Linux, VPN, Networking","Network Security, Routing, DNS, TCP/IP, Switching, Linux","Leadership, Teamwork, Problem Solving",None,"Prediction project for Network Engineer using Network Security, Routing, DNS",Network Engineer,Banking,"Mid-level Network Engineer candidate with 4 years of experience. Skilled in Network Security, Routing, DNS, TCP/IP with practical exposure through Prediction project for Network Engineer using Network Security, Routing, DNS.","Professional Summary: Mid-level Network Engineer candidate with 4 years of experience. Skilled in Network Security, Routing, DNS, TCP/IP with practical exposure through Prediction project for Network Engineer using Network Security, Routing, DNS.
Technical Skills: Network Security, Routing, DNS, TCP/IP, Switching, Linux, VPN, Networking
Experience: 4 years in Banking. Previous role: Network Engineer.
Education: B.E Information Technology
Projects: Prediction project for Network Engineer using Network Security, Routing, DNS
Certifications: None
Soft Skills: Leadership, Teamwork, Problem Solving",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include Routing, Linux, VPN, TCP/IP, DNS, Firewalls. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Switching, DHCP.","Routing, Linux, VPN, TCP/IP, DNS, Firewalls","Switching, Network Security, Cisco","Routing, Linux, VPN, TCP/IP, DNS",Firewalls,83.33,69.83,Consider,Matched 5 of 6 required skills; missing Firewalls. 4 years of experience and no listed certification were considered.
C3144,Network Engineer,Mid-level,3,B.Sc Computer Science,"Routing, TCP/IP, Firewalls, VPN, DHCP, Linux","Routing, TCP/IP, Firewalls, VPN","Leadership, Collaboration, Analytical Thinking",None,"Prediction project for Network Engineer using Routing, TCP/IP, Firewalls",Junior Network Engineer,FinTech,"Mid-level Network Engineer candidate with 3 years of experience. Skilled in Routing, TCP/IP, Firewalls, VPN with practical exposure through Prediction project for Network Engineer using Routing, TCP/IP, Firewalls.","Professional Summary: Mid-level Network Engineer candidate with 3 years of experience. Skilled in Routing, TCP/IP, Firewalls, VPN with practical exposure through Prediction project for Network Engineer using Routing, TCP/IP, Firewalls.
Technical Skills: Routing, TCP/IP, Firewalls, VPN, DHCP, Linux
Experience: 3 years in FinTech. Previous role: Junior Network Engineer.
Education: B.Sc Computer Science
Projects: Prediction project for Network Engineer using Routing, TCP/IP, Firewalls
Certifications: None
Soft Skills: Leadership, Collaboration, Analytical Thinking",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include DHCP, Routing, Linux, Firewalls, Cisco, DNS. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Switching, Network Security.","DHCP, Routing, Linux, Firewalls, Cisco, DNS","Switching, TCP/IP, Network Security","DHCP, Routing, Linux, Firewalls","Cisco, DNS",66.67,47.64,Not Recommended,"Matched 4 of 6 required skills; missing Cisco, DNS. 3 years of experience and no listed certification were considered."
C3145,Network Engineer,Mid-level,3,B.Sc Computer Science,"Switching, Linux, DHCP, VPN, Routing, DNS","Switching, Linux, DHCP, VPN","Leadership, Problem Solving, Teamwork",AWS Certified Cloud Practitioner,"E-commerce project for Network Engineer using Switching, Linux, DHCP",Network Engineer,Education,"Mid-level Network Engineer candidate with 3 years of experience. Skilled in Switching, Linux, DHCP, VPN with practical exposure through E-commerce project for Network Engineer using Switching, Linux, DHCP.","Professional Summary: Mid-level Network Engineer candidate with 3 years of experience. Skilled in Switching, Linux, DHCP, VPN with practical exposure through E-commerce project for Network Engineer using Switching, Linux, DHCP.
Technical Skills: Switching, Linux, DHCP, VPN, Routing, DNS
Experience: 3 years in Education. Previous role: Network Engineer.
Education: B.Sc Computer Science
Projects: E-commerce project for Network Engineer using Switching, Linux, DHCP
Certifications: AWS Certified Cloud Practitioner
Soft Skills: Leadership, Problem Solving, Teamwork",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include Routing, Firewalls, Cisco, Linux, Switching, TCP/IP. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Network Security, DNS.","Routing, Firewalls, Cisco, Linux, Switching, TCP/IP","DHCP, Network Security, DNS","Routing, Linux, Switching","Firewalls, Cisco, TCP/IP",50,49.82,Not Recommended,"Matched 3 of 6 required skills; missing Firewalls, Cisco, TCP/IP. 3 years of experience and aws certified cloud practitioner were considered."
C3146,Network Engineer,Mid-level,3,MCA,"Cisco, TCP/IP, VPN, Routing, Network Security","Cisco, TCP/IP, VPN","Analytical Thinking, Teamwork, Collaboration",AWS Certified Cloud Practitioner,"Analytics project for Network Engineer using Cisco, TCP/IP, VPN",Network Engineer,IT Services,"Mid-level Network Engineer candidate with 3 years of experience. Skilled in Cisco, TCP/IP, VPN, Routing with practical exposure through Analytics project for Network Engineer using Cisco, TCP/IP, VPN.","Professional Summary: Mid-level Network Engineer candidate with 3 years of experience. Skilled in Cisco, TCP/IP, VPN, Routing with practical exposure through Analytics project for Network Engineer using Cisco, TCP/IP, VPN.
Technical Skills: Cisco, TCP/IP, VPN, Routing, Network Security
Experience: 3 years in IT Services. Previous role: Network Engineer.
Education: MCA
Projects: Analytics project for Network Engineer using Cisco, TCP/IP, VPN
Certifications: AWS Certified Cloud Practitioner
Soft Skills: Analytical Thinking, Teamwork, Collaboration",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include TCP/IP, Routing, Linux, DHCP, VPN, DNS. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Network Security, Switching.","TCP/IP, Routing, Linux, DHCP, VPN, DNS","Cisco, Switching, Network Security","TCP/IP, Routing, VPN","Linux, DHCP, DNS",50,38.48,Not Recommended,"Matched 3 of 6 required skills; missing Linux, DHCP, DNS. 3 years of experience and aws certified cloud practitioner were considered."
C3147,Network Engineer,Mid-level,4,MCA,"DNS, Network Security, Cisco, Switching, Firewalls, VPN","DNS, Network Security, Cisco, Switching","Analytical Thinking, Time Management, Problem Solving",None,"Automation project for Network Engineer using DNS, Network Security, Cisco",Network Engineer,Retail,"Mid-level Network Engineer candidate with 4 years of experience. Skilled in DNS, Network Security, Cisco, Switching with practical exposure through Automation project for Network Engineer using DNS, Network Security, Cisco.","Professional Summary: Mid-level Network Engineer candidate with 4 years of experience. Skilled in DNS, Network Security, Cisco, Switching with practical exposure through Automation project for Network Engineer using DNS, Network Security, Cisco.
Technical Skills: DNS, Network Security, Cisco, Switching, Firewalls, VPN
Experience: 4 years in Retail. Previous role: Network Engineer.
Education: MCA
Projects: Automation project for Network Engineer using DNS, Network Security, Cisco
Certifications: None
Soft Skills: Analytical Thinking, Time Management, Problem Solving",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include Cisco, Linux, VPN, Firewalls, Switching, Routing. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Network Security, DNS.","Cisco, Linux, VPN, Firewalls, Switching, Routing","DNS, Network Security, DHCP","Cisco, VPN, Firewalls, Switching","Linux, Routing",66.67,53.16,Consider,"Matched 4 of 6 required skills; missing Linux, Routing. 4 years of experience and no listed certification were considered."
C3148,Network Engineer,Mid-level,4,B.E Information Technology,"DNS, Network Security, Switching, DHCP, VPN, Cisco","DNS, Network Security, Switching, DHCP","Time Management, Communication, Problem Solving",None,"Prediction project for Network Engineer using DNS, Network Security, Switching",Network Engineer,IT Services,"Mid-level Network Engineer candidate with 4 years of experience. Skilled in DNS, Network Security, Switching, DHCP with practical exposure through Prediction project for Network Engineer using DNS, Network Security, Switching.","Professional Summary: Mid-level Network Engineer candidate with 4 years of experience. Skilled in DNS, Network Security, Switching, DHCP with practical exposure through Prediction project for Network Engineer using DNS, Network Security, Switching.
Technical Skills: DNS, Network Security, Switching, DHCP, VPN, Cisco
Experience: 4 years in IT Services. Previous role: Network Engineer.
Education: B.E Information Technology
Projects: Prediction project for Network Engineer using DNS, Network Security, Switching
Certifications: None
Soft Skills: Time Management, Communication, Problem Solving",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include Linux, Routing, Firewalls, DHCP, Network Security, Cisco. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include TCP/IP, VPN.","Linux, Routing, Firewalls, DHCP, Network Security, Cisco","VPN, TCP/IP, Switching","DHCP, Network Security, Cisco","Linux, Routing, Firewalls",50,47.48,Not Recommended,"Matched 3 of 6 required skills; missing Linux, Routing, Firewalls. 4 years of experience and no listed certification were considered."
C3149,Network Engineer,Mid-level,4,B.Tech Information Technology,"Cisco, VPN, Linux, Switching, Network Security, TCP/IP, DNS, DHCP","Cisco, VPN, Linux, Switching, Network Security, TCP/IP","Teamwork, Communication, Adaptability",TensorFlow certification,"Management project for Network Engineer using Cisco, VPN, Linux",Junior Network Engineer,IT Services,"Mid-level Network Engineer candidate with 4 years of experience. Skilled in Cisco, VPN, Linux, Switching with practical exposure through Management project for Network Engineer using Cisco, VPN, Linux.","Professional Summary: Mid-level Network Engineer candidate with 4 years of experience. Skilled in Cisco, VPN, Linux, Switching with practical exposure through Management project for Network Engineer using Cisco, VPN, Linux.
Technical Skills: Cisco, VPN, Linux, Switching, Network Security, TCP/IP, DNS, DHCP
Experience: 4 years in IT Services. Previous role: Junior Network Engineer.
Education: B.Tech Information Technology
Projects: Management project for Network Engineer using Cisco, VPN, Linux
Certifications: TensorFlow certification
Soft Skills: Teamwork, Communication, Adaptability",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include Linux, Cisco, Routing, Firewalls, DHCP, VPN. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include DNS, Switching.","Linux, Cisco, Routing, Firewalls, DHCP, VPN","Switching, Network Security, DNS","Linux, Cisco, DHCP, VPN","Routing, Firewalls",66.67,55.31,Consider,"Matched 4 of 6 required skills; missing Routing, Firewalls. 4 years of experience and tensorflow certification were considered."
C3150,Network Engineer,Mid-level,4,MCA,"DHCP, Network Security, TCP/IP, DNS, Linux, Cisco, Routing, VPN, Active Directory","DHCP, Network Security, TCP/IP, DNS, Linux, Cisco, Routing","Adaptability, Collaboration, Problem Solving",None,"Analytics project for Network Engineer using DHCP, Network Security, TCP/IP",Technical Specialist,Education,"Mid-level Network Engineer candidate with 4 years of experience. Skilled in DHCP, Network Security, TCP/IP, DNS with practical exposure through Analytics project for Network Engineer using DHCP, Network Security, TCP/IP.","Professional Summary: Mid-level Network Engineer candidate with 4 years of experience. Skilled in DHCP, Network Security, TCP/IP, DNS with practical exposure through Analytics project for Network Engineer using DHCP, Network Security, TCP/IP.
Technical Skills: DHCP, Network Security, TCP/IP, DNS, Linux, Cisco, Routing, VPN, Active Directory
Experience: 4 years in Education. Previous role: Technical Specialist.
Education: MCA
Projects: Analytics project for Network Engineer using DHCP, Network Security, TCP/IP
Certifications: None
Soft Skills: Adaptability, Collaboration, Problem Solving",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include Routing, Network Security, Switching, DNS, DHCP, VPN. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Cisco, TCP/IP.","Routing, Network Security, Switching, DNS, DHCP, VPN","TCP/IP, Linux, Firewalls","Routing, Network Security, DNS, DHCP, VPN",Switching,83.33,73.69,Recommended,Matched 5 of 6 required skills; missing Switching. 4 years of experience and no listed certification were considered.
C3151,Network Engineer,Senior,8,B.E Computer Science,"DNS, Firewalls, VPN, TCP/IP, Network Security, Routing, Linux, Switching","DNS, Firewalls, VPN, TCP/IP, Network Security, Routing","Collaboration, Analytical Thinking, Time Management",ISTQB Foundation,"Security project for Network Engineer using DNS, Firewalls, VPN",Technical Specialist,SaaS,"Senior Network Engineer candidate with 8 years of experience. Skilled in DNS, Firewalls, VPN, TCP/IP with practical exposure through Security project for Network Engineer using DNS, Firewalls, VPN.","Professional Summary: Senior Network Engineer candidate with 8 years of experience. Skilled in DNS, Firewalls, VPN, TCP/IP with practical exposure through Security project for Network Engineer using DNS, Firewalls, VPN.
Technical Skills: DNS, Firewalls, VPN, TCP/IP, Network Security, Routing, Linux, Switching
Experience: 8 years in SaaS. Previous role: Technical Specialist.
Education: B.E Computer Science
Projects: Security project for Network Engineer using DNS, Firewalls, VPN
Certifications: ISTQB Foundation
Soft Skills: Collaboration, Analytical Thinking, Time Management",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include TCP/IP, Routing, Cisco, VPN, DNS, DHCP. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Network Security, Switching.","TCP/IP, Routing, Cisco, VPN, DNS, DHCP","Linux, Network Security, Firewalls","TCP/IP, Routing, VPN, DNS","Cisco, DHCP",66.67,65.43,Consider,"Matched 4 of 6 required skills; missing Cisco, DHCP. 8 years of experience and istqb foundation were considered."
C3152,Network Engineer,Senior,8,M.Tech,"Linux, Routing, TCP/IP, DNS, Network Security, Cisco","Linux, Routing, TCP/IP, DNS","Time Management, Leadership, Analytical Thinking",AWS Certified Cloud Practitioner,"Automation project for Network Engineer using Linux, Routing, TCP/IP",Network Engineer,IT Services,"Senior Network Engineer candidate with 8 years of experience. Skilled in Linux, Routing, TCP/IP, DNS with practical exposure through Automation project for Network Engineer using Linux, Routing, TCP/IP.","Professional Summary: Senior Network Engineer candidate with 8 years of experience. Skilled in Linux, Routing, TCP/IP, DNS with practical exposure through Automation project for Network Engineer using Linux, Routing, TCP/IP.
Technical Skills: Linux, Routing, TCP/IP, DNS, Network Security, Cisco
Experience: 8 years in IT Services. Previous role: Network Engineer.
Education: M.Tech
Projects: Automation project for Network Engineer using Linux, Routing, TCP/IP
Certifications: AWS Certified Cloud Practitioner
Soft Skills: Time Management, Leadership, Analytical Thinking",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include TCP/IP, Linux, Routing, DHCP, Network Security, DNS. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Cisco, Switching.","TCP/IP, Linux, Routing, DHCP, Network Security, DNS","Switching, VPN, Cisco","TCP/IP, Linux, Routing, Network Security, DNS",DHCP,83.33,75.7,Recommended,Matched 5 of 6 required skills; missing DHCP. 8 years of experience and aws certified cloud practitioner were considered.
C3153,Network Engineer,Senior,6,B.E Computer Science,"Linux, DNS, DHCP, Routing, TCP/IP, Firewalls, Kubernetes","Linux, DNS, DHCP, Routing, TCP/IP","Communication, Analytical Thinking, Leadership",Cisco CCNA,"Monitoring project for Network Engineer using Linux, DNS, DHCP",Software Engineer,Healthcare,"Senior Network Engineer candidate with 6 years of experience. Skilled in Linux, DNS, DHCP, Routing with practical exposure through Monitoring project for Network Engineer using Linux, DNS, DHCP.","Professional Summary: Senior Network Engineer candidate with 6 years of experience. Skilled in Linux, DNS, DHCP, Routing with practical exposure through Monitoring project for Network Engineer using Linux, DNS, DHCP.
Technical Skills: Linux, DNS, DHCP, Routing, TCP/IP, Firewalls, Kubernetes
Experience: 6 years in Healthcare. Previous role: Software Engineer.
Education: B.E Computer Science
Projects: Monitoring project for Network Engineer using Linux, DNS, DHCP
Certifications: Cisco CCNA
Soft Skills: Communication, Analytical Thinking, Leadership",Network Engineer,"We are hiring a Network Engineer to design, develop, test and maintain technology solutions. Required skills include TCP/IP, Network Security, Cisco, DHCP, Firewalls, Linux. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include VPN, Switching.","TCP/IP, Network Security, Cisco, DHCP, Firewalls, Linux","VPN, Routing, Switching","TCP/IP, DHCP, Firewalls, Linux","Network Security, Cisco",66.67,70.29,Recommended,"Matched 4 of 6 required skills; missing Network Security, Cisco. 6 years of experience and cisco ccna were considered."
